angle,pidout,speed,fps,elapsed
85.36733153131014,921.9010252692816,1921,64.00090822965213,166.653885
85.33284093861073,921.9010252692816,1921,64.0019299818886,166.666849
85.33284093861073,921.9010252692816,1921,64.00055097587192,166.686065
85.33284093861073,934.4211104191686,1934,64.00070257402619,166.701295
85.33284093861073,934.4211104191686,1934,64.00120271875909,166.715617
85.33284093861073,934.4211104191686,1934,64.00109205499405,166.73153
85.33284093861073,934.4211104191686,1934,64.000478228461,166.748754
86.25131802609555,934.4211104191686,1934,64.00041984947026,166.764531
86.25131802609555,934.4211104191686,1934,64.00059134291931,166.779709
86.25131802609555,934.4211104191686,1934,64.00059435718241,166.795326
86.25131802609555,595.3574704594762,1595,64.00110689063096,166.809615
86.25131802609555,595.3574704594762,1595,64.00075920953063,166.826146
86.25131802609555,595.3574704594762,1595,64.0012758538662,166.840424
86.25131802609555,595.3574704594762,1595,64.00115874520426,166.856354
86.25131802609555,595.3574704594762,1595,64.00089054722307,166.872678
88.91176450476023,595.3574704594762,1595,64.00046210239091,166.88942
88.91176450476023,595.3574704594762,1595,64.0005230284271,166.904886
88.91176450476023,-219.75435894829315,219,64.00097656755483,166.919328
88.91176450476023,-219.75435894829315,219,64.000849574737,166.935284
88.91176450476023,-219.75435894829315,219,64.00110442486086,166.950244
88.91176450476023,-219.75435894829315,219,64.00097706002187,166.966201
90.2,-219.75435894829315,219,64.00083247194912,166.982203
90.2,-219.75435894829315,219,64.00071282231048,166.99814
90.2,-219.75435894829315,219,64.00048628155055,167.014356
90.2,-251.07062121932364,251,64.0004479193182,167.030081
90.2,-251.07062121932364,251,64.00091453481542,167.044488
90.2,-251.07062121932364,251,64.00132053903118,167.059053
88.45737597346225,-251.07062121932364,251,64.00071095674275,167.076269
88.45737597346225,-251.07062121932364,251,64.001144862821,167.090761
88.45737597346225,-251.07062121932364,251,64.00080848669751,167.107264
88.45737597346225,-251.07062121932364,251,64.00096236002041,167.122487
88.45737597346225,592.7725216332043,1592,64.0006310437092,167.138977
88.45737597346225,592.7725216332043,1592,64.00039666127316,167.155214
88.45737597346225,592.7725216332043,1592,64.0006408797702,167.170201
88.45737597346225,592.7725216332043,1592,64.0011779087816,167.184423
88.45737597346225,592.7725216332043,1592,64.00108440002008,167.200292
88.45737597346225,592.7725216332043,1592,64.00107319908354,167.215946
88.45737597346225,592.7725216332043,1592,64.00130234248712,167.230972
88.45737597346225,306.9821812810126,1306,64.00042246018772,167.248896
88.45737597346225,306.9821812810126,1306,64.00024258513247,167.264991
88.91176450476023,306.9821812810126,1306,64.00118107466304,167.278163
88.91176450476023,306.9821812810126,1306,64.00105356959914,167.294121
88.91176450476023,306.9821812810126,1306,64.0011877396365,167.309395
88.91176450476023,306.9821812810126,1306,64.00122779085231,167.324915
88.91176450476023,306.9821812810126,1306,64.00113703308548,167.340777
88.91176450476023,142.03914441984597,1142,64.00101416899757,167.356723
89.35585556688807,142.03914441984597,1142,64.00080682122415,167.37289
89.35585556688807,142.03914441984597,1142,64.00094286239208,167.388159
89.35585556688807,142.03914441984597,1142,64.00109340677032,167.40339
89.35585556688807,142.03914441984597,1142,64.00096562315505,167.419349
89.35585556688807,142.03914441984597,1142,64.00072739609845,167.435597
89.35585556688807,142.03914441984597,1142,64.0012620377628,167.449823
89.35585556688807,55.353808000309016,1055,64.00114726744003,167.465748
89.35585556688807,55.353808000309016,1055,64.00121862046045,167.481186
89.35585556688807,55.353808000309016,1055,64.00117953218636,167.496913
89.35585556688807,55.353808000309016,1055,64.0010327083901,167.512922
89.35585556688807,55.353808000309016,1055,64.00106852296905,167.528453
89.35585556688807,55.353808000309016,1055,64.00073341510044,167.544955
89.35585556688807,55.353808000309016,1055,64.00090446336006,167.560132
89.35238582913945,129.44425699202253,1129,64.00077758110228,167.576089
89.35238582913945,129.44425699202253,1129,64.00101962467215,167.59108
89.35238582913945,129.44425699202253,1129,64.00052312537221,167.608005
89.35238582913945,129.44425699202253,1129,64.00077736365526,167.622964
89.35238582913945,129.44425699202253,1129,64.00065015927505,167.638922
89.35238582913945,129.44425699202253,1129,64.00128265012312,167.65289
89.35238582913945,129.44425699202253,1129,64.00075271708126,167.669903
89.35585556688807,127.61570519850147,1127,64.00012289550249,167.687178
89.35585556688807,127.61570519850147,1127,64.00038773513576,167.702109
89.35585556688807,127.61570519850147,1127,64.00129743640042,167.71535
89.35585556688807,127.61570519850147,1127,64.00117368673094,167.731299
89.35585556688807,127.61570519850147,1127,64.00129795776841,167.746598
89.35585556688807,127.61570519850147,1127,64.00096402606967,167.763098
90.2,127.61570519850147,1127,64.0010043711351,167.778617
90.2,-178.23968703035803,178,64.00105882150243,167.794099
90.2,-178.23968703035803,178,64.00081196411871,167.810371
90.2,-178.23968703035803,178,64.00070129657757,167.826286
90.2,-178.23968703035803,178,64.00094527406195,167.841271
90.2,-178.23968703035803,178,64.00057877540996,167.857857
90.2,-178.23968703035803,178,64.00084254273727,167.87279
90.2,-178.23968703035803,178,64.00088363509437,167.888307
90.2,-39.800000000000566,39,64.00102115755477,167.903571
90.2,-39.800000000000566,39,64.00052596319468,167.920495
90.2,-39.800000000000566,39,64.001144827326,167.934496
90.2,-39.800000000000566,39,64.00103268574836,167.950415
89.35238582913945,-39.800000000000566,39,64.000821115651,167.966595
89.35238582913945,-39.800000000000566,39,64.0009703906782,167.981828
89.35238582913945,-39.800000000000566,39,64.00074172288176,167.998053
89.35238582913945,267.88394402238,1267,64.0012600980915,168.012317
89.35238582913945,267.88394402238,1267,64.00075339253985,168.029272
89.35238582913945,267.88394402238,1267,64.00107743180618,168.044046
89.35238582913945,267.88394402238,1267,64.00093909299102,168.060034
88.91176450476023,267.88394402238,1267,64.00082400837798,168.075961
88.91176450476023,267.88394402238,1267,64.00058824857464,168.092205
88.91176450476023,267.88394402238,1267,64.00107626979528,168.106548
88.91176450476023,288.8207607509071,1288,64.00062772957695,168.123351
88.91176450476023,288.8207607509071,1288,64.00114458621627,168.137618
88.91176450476023,288.8207607509071,1288,64.0002690842014,168.155543
88.91176450476023,288.8207607509071,1288,64.00074743453958,168.169911
90.64414443311193,288.8207607509071,1288,64.0005095306266,168.186161
90.64414443311193,288.8207607509071,1288,64.001141877874,168.200124
90.64414443311193,288.8207607509071,1288,64.00132553962135,168.215266
90.64414443311193,-412.2950504389542,412,64.00113329618927,168.231396
90.64414443311193,-412.2950504389542,412,64.00089848512465,168.247638
90.64414443311193,-412.2950504389542,412,64.00104446091167,168.262879
91.08823549523977,-412.2950504389542,412,64.0007039720887,168.279399
91.08823549523977,-412.2950504389542,412,64.00084119126225,168.294663
91.08823549523977,-412.2950504389542,412,64.00058596303286,168.310959
91.08823549523977,-412.2950504389542,412,64.00112810231255,168.325158
91.08823549523977,-289.38979774168024,289,64.00101280087976,168.341086
91.08823549523977,-289.38979774168024,289,64.00087585272851,168.357071
91.08823549523977,-289.38979774168024,289,64.00075983678643,168.373001
91.08823549523977,-289.38979774168024,289,64.00090571644546,168.388242
91.08823549523977,-289.38979774168024,289,64.00092691489031,168.403811
91.08823549523977,-289.38979774168024,289,64.00096710989172,168.41933
91.08823549523977,-289.38979774168024,289,64.00100919736062,168.434844
91.08823549523977,-216.55886355271463,216,64.00104861749631,168.450365
91.08823549523977,-216.55886355271463,216,64.00118642600012,168.465627
90.64414443311193,-216.55886355271463,216,64.00071072068111,168.482504
90.64414443311193,-216.55886355271463,216,64.00087816041724,168.497688
90.64414443311193,-216.55886355271463,216,64.00084123868837,168.51341
90.64414443311193,-216.55886355271463,216,64.0009862299202,168.528653
90.64414443311193,-216.55886355271463,216,64.00095272244224,168.544366
90.64414443311193,-55.353808000309016,55,64.00083720783711,168.560295
90.64761417086055,-55.353808000309016,55,64.00047607954474,168.576871
90.64761417086055,-55.353808000309016,55,64.00110734371897,168.590833
90.64761417086055,-55.353808000309016,55,64.00060277168575,168.607787
90.64761417086055,-55.353808000309016,55,64.00083955437862,168.622788
90.64761417086055,-55.353808000309016,55,64.0009939396461,168.638006
90.64761417086055,-55.353808000309016,55,64.00074832373953,168.654278
90.64761417086055,-129.44425699202253,129,64.00079530548267,168.669779
90.64761417086055,-129.44425699202253,129,64.00132792677432,168.684
90.64761417086055,-129.44425699202253,129,64.0011024526293,168.700219
90.64761417086055,-129.44425699202253,129,64.00105417405919,168.715971
90.64761417086055,-129.44425699202253,129,64.00121755811975,168.731165
90.64761417086055,-129.44425699202253,129,64.00101870658517,168.747314
90.64761417086055,-129.44425699202253,129,64.00089232685652,168.763272
90.64761417086055,-128.87522000124937,128,64.00082929717414,168.779063
90.2,-128.87522000124937,128,64.00094296973901,168.794388
90.2,-128.87522000124937,128,64.00118438918938,168.809376
90.2,-128.87522000124937,128,64.00064141614601,168.826433
90.2,-128.87522000124937,128,64.00098478361484,168.841152
90.2,-128.87522000124937,128,64.00075159279967,168.857392
90.2,-128.87522000124937,128,64.00051162511144,168.87365
89.35585556688807,340.03315324076175,1340,64.00074122201768,168.888669
89.35585556688807,340.03315324076175,1340,64.0007896548863,168.904166
89.35585556688807,340.03315324076175,1340,64.00017276672297,168.921419
89.35585556688807,340.03315324076175,1340,64.00058531056932,168.935955
89.35585556688807,340.03315324076175,1340,64.00099285883161,168.950504
89.35585556688807,340.03315324076175,1340,64.00067194195391,168.966976
89.35585556688807,340.03315324076175,1340,64.00036926704044,168.9834
89.35585556688807,128.18474218927463,1128,64.00115883755055,168.99694
89.35585556688807,128.18474218927463,1128,64.00076187945879,169.013613
89.35585556688807,128.18474218927463,1128,64.00062436401302,169.029601
89.35585556688807,128.18474218927463,1128,64.0008874348026,169.044531
89.35585556688807,128.18474218927463,1128,64.00113910197446,169.059491
90.2,128.18474218927463,1128,64.00100234524253,169.075477
90.2,128.18474218927463,1128,64.00088756728941,169.091405
90.2,-178.23968703035803,178,64.00038337548322,169.108362
90.2,-178.23968703035803,178,64.00025846076292,169.124317
90.2,-178.23968703035803,178,64.00055812034056,169.13915
90.2,-178.23968703035803,178,64.00081799973998,169.154088
90.2,-178.23968703035803,178,64.00054893756133,169.170424
90.2,-178.23968703035803,178,64.00107659882674,169.184654
90.2,-178.23968703035803,178,64.00112037717126,169.200163
90.2,-39.800000000000566,39,64.00080294710047,169.216627
90.2,-39.800000000000566,39,64.00106571140275,169.231557
90.2,-39.800000000000566,39,64.00128607606466,169.246599
90.2,-39.800000000000566,39,64.00105152433808,169.262844
88.45737597346225,-39.800000000000566,39,64.00109036969319,169.278366
88.45737597346225,-39.800000000000566,39,64.000858527068,169.294604
88.45737597346225,-39.800000000000566,39,64.00109924073291,169.309592
88.45737597346225,592.7725216332043,1592,64.00085912457125,169.325852
88.45737597346225,592.7725216332043,1592,64.000743773914,169.341782
88.45737597346225,592.7725216332043,1592,64.00081550702383,169.357217
87.13699923393285,592.7725216332043,1592,64.00023049529507,169.37439
87.13699923393285,592.7725216332043,1592,64.0012245540081,169.387384
87.13699923393285,592.7725216332043,1592,64.00089121919875,169.403891
87.13699923393285,592.7725216332043,1592,64.00054774977693,169.420425
87.13699923393285,786.2789377301825,1786,64.00096169058482,169.434954
87.13699923393285,786.2789377301825,1786,64.00110928174361,169.450188
86.25131802609555,786.2789377301825,1786,64.001256091036,169.465424
86.25131802609555,786.2789377301825,1786,64.00064119827421,169.482677
86.25131802609555,786.2789377301825,1786,64.00078462318848,169.497922
86.25131802609555,786.2789377301825,1786,64.00076340776026,169.513603
86.25131802609555,786.2789377301825,1786,64.00101438953388,169.528563
86.25131802609555,891.2394308923048,1891,64.00076439950845,169.54485
86.25131802609555,891.2394308923048,1891,64.00052766819125,169.561102
86.25131802609555,891.2394308923048,1891,64.00055781265684,169.576647
87.58034444680212,891.2394308923048,1891,64.00055889340098,169.592269
87.58034444680212,891.2394308923048,1891,64.00118599415616,169.606232
87.58034444680212,891.2394308923048,1891,64.00093195166939,169.62253
87.58034444680212,891.2394308923048,1891,64.00033463857389,169.639738
87.58034444680212,263.5511220905017,1263,64.00085444500463,169.653985
87.58034444680212,263.5511220905017,1263,64.00095734446113,169.669337
88.91176450476023,263.5511220905017,1263,64.00023384247503,169.68688
88.91176450476023,263.5511220905017,1263,64.00076143286891,169.701106
88.91176450476023,263.5511220905017,1263,64.00101176042455,169.716067
88.91176450476023,263.5511220905017,1263,64.00088006954444,169.732041
88.91176450476023,263.5511220905017,1263,64.00112657064031,169.747012
88.91176450476023,-1.7940259524158364,1,64.00090629760142,169.763221
90.64414443311193,-1.7940259524158364,1,64.00085042322726,169.778994
90.64414443311193,-1.7940259524158364,1,64.00053975535727,169.795443
90.64414443311193,-1.7940259524158364,1,64.00093582229604,169.810017
90.64414443311193,-1.7940259524158364,1,64.00082079330315,169.825947
90.64414443311193,-1.7940259524158364,1,64.00069561160831,169.841904
90.64414443311193,-1.7940259524158364,1,64.00109231042802,169.856476
90.2,-251.07062121932364,251,64.00095054833398,169.872477
90.2,-251.07062121932364,251,64.0005967188902,169.889041
90.2,-251.07062121932364,251,64.00111461054631,169.903291
90.2,-251.07062121932364,251,64.0005031999104,169.920539
90.2,-251.07062121932364,251,64.00054458131645,169.936054
90.2,-251.07062121932364,251,64.00064281899667,169.951418
90.2,-251.07062121932364,251,64.00078584822248,169.966663
89.35238582913945,267.88394402238,1267,64.00091266160369,169.981951
89.35238582913945,267.88394402238,1267,64.00074052621538,169.998033
89.35238582913945,267.88394402238,1267,64.00118541888655,170.012476
89.35238582913945,267.88394402238,1267,64.00093762961593,170.028759
89.35238582913945,267.88394402238,1267,64.00098120331819,170.044268
89.35238582913945,267.88394402238,1267,64.00073686699176,170.060542
88.91176450476023,267.88394402238,1267,64.00068863212243,170.076295
88.91176450476023,288.8207607509071,1288,64.00093916645473,170.091254
88.91176450476023,288.8207607509071,1288,64.00077842629523,170.107306
88.91176450476023,288.8207607509071,1288,64.00066361305284,170.123236
88.91176450476023,288.8207607509071,1288,64.00091219961185,170.1382
88.91176450476023,288.8207607509071,1288,64.00116412769425,170.153155
88.91176450476023,288.8207607509071,1288,64.00056188391564,170.170381
88.91176450476023,288.8207607509071,1288,64.00076678700538,170.185461
88.91176450476023,216.55886355271463,1216,64.00063059393008,170.201448
88.91176450476023,216.55886355271463,1216,64.0012558204924,170.21541
88.91176450476023,216.55886355271463,1216,64.0010335094843,170.231626
88.91176450476023,216.55886355271463,1216,64.00069319987232,170.248156
88.91176450476023,216.55886355271463,1216,64.00121525368914,170.262392
90.2,216.55886355271463,1216,64.00032435914068,170.280387
90.2,216.55886355271463,1216,64.00124660029712,170.293558
90.2,-251.07062121932364,251,64.00112172241228,170.309515
90.2,-251.07062121932364,251,64.0009968679259,170.325472
90.2,-251.07062121932364,251,64.00076119929372,170.341724
90.2,-251.07062121932364,251,64.00127694962694,170.355976
90.2,-251.07062121932364,251,64.0006712792345,170.373213
90.2,-251.07062121932364,251,64.00043721013942,170.389461
90.2,-251.07062121932364,251,64.0010613871233,170.403424
90.2,-39.800000000000566,39,64.00083070226468,170.419663
90.2,-39.800000000000566,39,64.00078331138386,170.435414
90.2,-39.800000000000566,39,64.00129051570924,170.449688
90.2,-39.800000000000566,39,64.00113871576887,170.465717
90.2,-39.800000000000566,39,64.00080374357366,170.482234
90.2,-39.800000000000566,39,64.00085509646867,170.497722
90.2,-39.800000000000566,39,64.00091582360625,170.513185
90.2,-39.800000000000566,39,64.00057533667284,170.529717
90.2,-39.800000000000566,39,64.00091528051962,170.544436
90.2,-39.800000000000566,39,64.0004825481601,170.561214
89.35238582913945,-39.800000000000566,39,64.00110571773814,170.575178
89.35238582913945,-39.800000000000566,39,64.00122192037982,170.590493
89.35238582913945,-39.800000000000566,39,64.00013617100133,170.609012
89.35238582913945,-39.800000000000566,39,64.0009129859177,170.622566
89.35238582913945,267.88394402238,1267,64.00117357558975,170.637496
89.35238582913945,267.88394402238,1267,64.00103883026587,170.65348
90.2,267.88394402238,1267,64.00129861171968,170.668412
90.2,267.88394402238,1267,64.00119237666354,170.68432
90.2,267.88394402238,1267,64.00049902228912,170.701794
90.2,267.88394402238,1267,64.0005001012902,170.717416
90.2,267.88394402238,1267,64.00111407741433,170.731403
90.2,-178.80872402113118,178,64.00078112812808,170.747916
90.2,-178.80872402113118,178,64.00126491657261,170.76225
90.2,-178.80872402113118,178,64.00066743385881,170.779469
90.64414443311193,-178.80872402113118,178,64.00117250194863,170.793746
90.64414443311193,-178.80872402113118,178,64.0010584880511,170.809675
90.64414443311193,-178.80872402113118,178,64.00055785211389,170.826636
90.64414443311193,-178.80872402113118,178,64.00038884889628,170.842712
90.64414443311193,-201.02442921963114,201,64.00092446950359,170.856907
90.64414443311193,-201.02442921963114,201,64.00082063378498,170.872809
91.53221985386963,-201.02442921963114,201,64.00060034283536,170.889022
91.53221985386963,-201.02442921963114,201,64.00099836408346,170.903584
91.53221985386963,-201.02442921963114,201,64.00104770048577,170.919077
91.53221985386963,-201.02442921963114,201,64.00117415828687,170.934364
91.53221985386963,-201.02442921963114,201,64.00063943313205,170.951417
91.53221985386963,-450.5561199243202,450,64.00076627786406,170.966703
91.08823549523977,-450.5561199243202,450,64.0006531657631,170.98263
91.08823549523977,-450.5561199243202,450,64.0012755341931,170.996592
91.08823549523977,-450.5561199243202,450,64.00068523127439,171.013794
91.08823549523977,-450.5561199243202,450,64.0008363493177,171.029015
91.08823549523977,-450.5561199243202,450,64.00098968553338,171.04423
91.08823549523977,-450.5561199243202,450,64.00086500547982,171.060188
